Name,Extension,EntryNumber,SequenceNumber,ParentEntryNumber,ParentSequenceNumber,ParentPath,UpdateSequenceNumber,UpdateTimestamp,UpdateReasons,FileAttributes,OffsetToData,SourceFile
xf.txt,.txt,521,1,5,5,,134512,2023-10-11 11:12:47.5151947,RenameNewName,Archive,134512,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xf.txt,.txt,521,1,5,5,,134584,2023-10-11 11:12:47.5161952,RenameNewName|Close,Archive,134584,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sb.bob,.bob,557,1,529,1,,134656,2023-10-11 11:13:00.7966139,RenameOldName,Archive,134656,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ne.bob,.bob,557,1,529,1,,134728,2023-10-11 11:13:00.7966139,RenameNewName,Archive,134728,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ne.bob,.bob,557,1,529,1,,134800,2023-10-11 11:13:00.7975874,RenameNewName|Close,Archive,134800,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
he,,530,1,529,1,,134872,2023-10-11 11:13:11.9962012,RenameOldName,Archive,134872,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
er,,530,1,529,1,,134936,2023-10-11 11:13:11.9962012,RenameNewName,Archive,134936,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
er,,530,1,529,1,,135000,2023-10-11 11:13:11.9962012,RenameNewName|Close,Archive,135000,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zs,,536,1,529,1,,135064,2023-10-11 11:13:22.0611571,RenameOldName,Archive,135064,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zs.fest,.fest,536,1,529,1,,135168,2023-10-11 11:13:22.0611571,RenameNewName,Archive,135168,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zs.fest,.fest,536,1,529,1,,135248,2023-10-11 11:13:22.0611571,RenameNewName|Close,Archive,135248,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
rr.bob,.bob,570,1,569,1,,135328,2023-10-11 11:13:37.4006361,DataTruncation,Archive,135328,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
rr.bob,.bob,570,1,569,1,,135400,2023-10-11 11:13:37.4016381,DataExtend|DataTruncation,Archive,135400,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
rr.bob,.bob,570,1,569,1,,135472,2023-10-11 11:13:37.4026352,DataExtend|DataTruncation|Close,Archive,135472,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
aw,,594,1,5,5,,135544,2023-10-11 11:14:09.0807446,FileCreate,Directory,135544,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
aw,,594,1,5,5,,135608,2023-10-11 11:14:09.0807446,FileCreate|Close,Directory,135608,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
td.txt,.txt,595,1,594,1,,135672,2023-10-11 11:14:09.0817451,FileCreate,Archive,135672,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
td.txt,.txt,595,1,594,1,,135744,2023-10-11 11:14:09.0817451,DataExtend|FileCreate,Archive,135744,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
td.txt,.txt,595,1,594,1,,135816,2023-10-11 11:14:09.0817451,DataExtend|FileCreate|Close,Archive,135816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
qy,,596,1,5,5,,135888,2023-10-11 11:14:09.0827450,FileCreate,Directory,135888,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
qy,,596,1,5,5,,135952,2023-10-11 11:14:09.0827450,FileCreate|Close,Directory,135952,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fy.fest,.fest,597,1,596,1,,136016,2023-10-11 11:14:09.0827450,FileCreate,Archive,136016,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fy.fest,.fest,597,1,596,1,,136096,2023-10-11 11:14:09.0837473,DataExtend|FileCreate,Archive,136096,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fy.fest,.fest,597,1,596,1,,136176,2023-10-11 11:14:09.0837473,DataExtend|FileCreate|Close,Archive,136176,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
rp,,598,1,5,5,,136256,2023-10-11 11:14:09.0847455,FileCreate,Directory,136256,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
rp,,598,1,5,5,,136320,2023-10-11 11:14:09.0847455,FileCreate|Close,Directory,136320,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xm.jul,.jul,599,1,598,1,,136384,2023-10-11 11:14:09.0847455,FileCreate,Archive,136384,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xm.jul,.jul,599,1,598,1,,136456,2023-10-11 11:14:09.0847455,DataExtend|FileCreate,Archive,136456,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xm.jul,.jul,599,1,598,1,,136528,2023-10-11 11:14:09.0857457,DataExtend|FileCreate|Close,Archive,136528,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zo.txt,.txt,600,1,596,1,,136600,2023-10-11 11:14:09.0867467,FileCreate,Archive,136600,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zo.txt,.txt,600,1,596,1,,136672,2023-10-11 11:14:09.0867467,DataExtend|FileCreate,Archive,136672,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zo.txt,.txt,600,1,596,1,,136744,2023-10-11 11:14:09.0867467,DataExtend|FileCreate|Close,Archive,136744,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xw.fest,.fest,601,1,596,1,,136816,2023-10-11 11:14:09.0877459,FileCreate,Archive,136816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xw.fest,.fest,601,1,596,1,,136896,2023-10-11 11:14:09.0877459,DataExtend|FileCreate,Archive,136896,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xw.fest,.fest,601,1,596,1,,136976,2023-10-11 11:14:09.0887459,DataExtend|FileCreate|Close,Archive,136976,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hg,,602,1,594,1,,137056,2023-10-11 11:14:09.0897455,FileCreate,Archive,137056,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hg,,602,1,594,1,,137120,2023-10-11 11:14:09.0897455,DataExtend|FileCreate,Archive,137120,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hg,,602,1,594,1,,137184,2023-10-11 11:14:09.0897455,DataExtend|FileCreate|Close,Archive,137184,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mv.txt,.txt,603,1,594,1,,137248,2023-10-11 11:14:09.0907457,FileCreate,Archive,137248,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mv.txt,.txt,603,1,594,1,,137320,2023-10-11 11:14:09.0907457,DataExtend|FileCreate,Archive,137320,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mv.txt,.txt,603,1,594,1,,137392,2023-10-11 11:14:09.0917472,DataExtend|FileCreate|Close,Archive,137392,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pe,,604,1,5,5,,137464,2023-10-11 11:14:09.0917472,FileCreate,Directory,137464,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pe,,604,1,5,5,,137528,2023-10-11 11:14:09.0917472,FileCreate|Close,Directory,137528,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fn.jul,.jul,605,1,604,1,,137592,2023-10-11 11:14:09.0927466,FileCreate,Archive,137592,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fn.jul,.jul,605,1,604,1,,137664,2023-10-11 11:14:09.0927466,DataExtend|FileCreate,Archive,137664,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fn.jul,.jul,605,1,604,1,,137736,2023-10-11 11:14:09.0927466,DataExtend|FileCreate|Close,Archive,137736,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
og.bob,.bob,606,1,594,1,,137808,2023-10-11 11:14:09.0937469,FileCreate,Archive,137808,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
og.bob,.bob,606,1,594,1,,137880,2023-10-11 11:14:09.0937469,DataExtend|FileCreate,Archive,137880,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
og.bob,.bob,606,1,594,1,,137952,2023-10-11 11:14:09.0947455,DataExtend|FileCreate|Close,Archive,137952,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bk.fest,.fest,607,1,598,1,,138024,2023-10-11 11:14:09.0957457,FileCreate,Archive,138024,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bk.fest,.fest,607,1,598,1,,138104,2023-10-11 11:14:09.0957457,DataExtend|FileCreate,Archive,138104,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bk.fest,.fest,607,1,598,1,,138184,2023-10-11 11:14:09.0957457,DataExtend|FileCreate|Close,Archive,138184,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cp.bob,.bob,608,1,596,1,,138264,2023-10-11 11:14:09.0967454,FileCreate,Archive,138264,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cp.bob,.bob,608,1,596,1,,138336,2023-10-11 11:14:09.0967454,DataExtend|FileCreate,Archive,138336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cp.bob,.bob,608,1,596,1,,138408,2023-10-11 11:14:09.0977461,DataExtend|FileCreate|Close,Archive,138408,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
st,,609,1,5,5,,138480,2023-10-11 11:14:09.0977461,FileCreate,Directory,138480,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
st,,609,1,5,5,,138544,2023-10-11 11:14:09.0977461,FileCreate|Close,Directory,138544,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ot.txt,.txt,610,1,609,1,,138608,2023-10-11 11:14:09.0977461,FileCreate,Archive,138608,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ot.txt,.txt,610,1,609,1,,138680,2023-10-11 11:14:09.0987455,DataExtend|FileCreate,Archive,138680,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ot.txt,.txt,610,1,609,1,,138752,2023-10-11 11:14:09.0987455,DataExtend|FileCreate|Close,Archive,138752,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
re.jul,.jul,611,1,609,1,,138824,2023-10-11 11:14:09.0997451,FileCreate,Archive,138824,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
re.jul,.jul,611,1,609,1,,138896,2023-10-11 11:14:09.0997451,DataExtend|FileCreate,Archive,138896,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
re.jul,.jul,611,1,609,1,,138968,2023-10-11 11:14:09.0997451,DataExtend|FileCreate|Close,Archive,138968,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pg.jul,.jul,612,1,598,1,,139040,2023-10-11 11:14:09.1007450,FileCreate,Archive,139040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pg.jul,.jul,612,1,598,1,,139112,2023-10-11 11:14:09.1007450,DataExtend|FileCreate,Archive,139112,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pg.jul,.jul,612,1,598,1,,139184,2023-10-11 11:14:09.1017476,DataExtend|FileCreate|Close,Archive,139184,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
p.txt,.txt,613,1,5,5,,139264,2023-10-11 11:14:09.1027449,FileCreate,Archive,139264,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
p.txt,.txt,613,1,5,5,,139336,2023-10-11 11:14:09.1027449,DataExtend|FileCreate,Archive,139336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
p.txt,.txt,613,1,5,5,,139408,2023-10-11 11:14:09.1027449,DataExtend|FileCreate|Close,Archive,139408,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
uz,,614,1,609,1,,139480,2023-10-11 11:14:09.1037445,FileCreate,Archive,139480,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
uz,,614,1,609,1,,139544,2023-10-11 11:14:09.1037445,DataExtend|FileCreate,Archive,139544,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
uz,,614,1,609,1,,139608,2023-10-11 11:14:09.1047452,DataExtend|FileCreate|Close,Archive,139608,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xl.jul,.jul,615,1,596,1,,139672,2023-10-11 11:14:09.1057458,FileCreate,Archive,139672,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xl.jul,.jul,615,1,596,1,,139744,2023-10-11 11:14:09.1057458,DataExtend|FileCreate,Archive,139744,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xl.jul,.jul,615,1,596,1,,139816,2023-10-11 11:14:09.1057458,DataExtend|FileCreate|Close,Archive,139816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
gb.bob,.bob,616,1,604,1,,139888,2023-10-11 11:14:09.1067453,FileCreate,Archive,139888,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
gb.bob,.bob,616,1,604,1,,139960,2023-10-11 11:14:09.1067453,DataExtend|FileCreate,Archive,139960,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
gb.bob,.bob,616,1,604,1,,140032,2023-10-11 11:14:09.1077451,DataExtend|FileCreate|Close,Archive,140032,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ga.jul,.jul,617,1,596,1,,140104,2023-10-11 11:14:09.1087452,FileCreate,Archive,140104,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ga.jul,.jul,617,1,596,1,,140176,2023-10-11 11:14:09.1087452,DataExtend|FileCreate,Archive,140176,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ga.jul,.jul,617,1,596,1,,140248,2023-10-11 11:14:09.1087452,DataExtend|FileCreate|Close,Archive,140248,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
qc,,618,1,598,1,,140320,2023-10-11 11:14:09.1097443,FileCreate,Archive,140320,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
qc,,618,1,598,1,,140384,2023-10-11 11:14:09.1097443,DataExtend|FileCreate,Archive,140384,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
qc,,618,1,598,1,,140448,2023-10-11 11:14:09.1097443,DataExtend|FileCreate|Close,Archive,140448,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sf.bob,.bob,619,1,604,1,,140512,2023-10-11 11:14:09.1107443,FileCreate,Archive,140512,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sf.bob,.bob,619,1,604,1,,140584,2023-10-11 11:14:09.1107443,DataExtend|FileCreate,Archive,140584,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sf.bob,.bob,619,1,604,1,,140656,2023-10-11 11:14:09.1107443,DataExtend|FileCreate|Close,Archive,140656,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lr.nisse,.nisse,620,1,598,1,,140728,2023-10-11 11:14:09.1117452,FileCreate,Archive,140728,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lr.nisse,.nisse,620,1,598,1,,140808,2023-10-11 11:14:09.1117452,DataExtend|FileCreate,Archive,140808,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lr.nisse,.nisse,620,1,598,1,,140888,2023-10-11 11:14:09.1127441,DataExtend|FileCreate|Close,Archive,140888,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zs.jul,.jul,621,1,596,1,,140968,2023-10-11 11:14:09.1127441,FileCreate,Archive,140968,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zs.jul,.jul,621,1,596,1,,141040,2023-10-11 11:14:09.1137443,DataExtend|FileCreate,Archive,141040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zs.jul,.jul,621,1,596,1,,141112,2023-10-11 11:14:09.1137443,DataExtend|FileCreate|Close,Archive,141112,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
r.nisse,.nisse,622,1,598,1,,141184,2023-10-11 11:14:09.1147446,FileCreate,Archive,141184,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
r.nisse,.nisse,622,1,598,1,,141264,2023-10-11 11:14:09.1147446,DataExtend|FileCreate,Archive,141264,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
r.nisse,.nisse,622,1,598,1,,141344,2023-10-11 11:14:09.1147446,DataExtend|FileCreate|Close,Archive,141344,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ih.jul,.jul,623,1,596,1,,141424,2023-10-11 11:14:09.1157450,FileCreate,Archive,141424,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ih.jul,.jul,623,1,596,1,,141496,2023-10-11 11:14:09.1157450,DataExtend|FileCreate,Archive,141496,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ih.jul,.jul,623,1,596,1,,141568,2023-10-11 11:14:09.1167441,DataExtend|FileCreate|Close,Archive,141568,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
do.bob,.bob,624,1,5,5,,141640,2023-10-11 11:14:09.1167441,FileCreate,Archive,141640,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
do.bob,.bob,624,1,5,5,,141712,2023-10-11 11:14:09.1167441,DataExtend|FileCreate,Archive,141712,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
do.bob,.bob,624,1,5,5,,141784,2023-10-11 11:14:09.1177456,DataExtend|FileCreate|Close,Archive,141784,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fy,,625,1,598,1,,141856,2023-10-11 11:14:09.1187447,FileCreate,Archive,141856,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fy,,625,1,598,1,,141920,2023-10-11 11:14:09.1187447,DataExtend|FileCreate,Archive,141920,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
fy,,625,1,598,1,,141984,2023-10-11 11:14:09.1187447,DataExtend|FileCreate|Close,Archive,141984,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ql.txt,.txt,626,1,596,1,,142048,2023-10-11 11:14:09.1197453,FileCreate,Archive,142048,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ql.txt,.txt,626,1,596,1,,142120,2023-10-11 11:14:09.1197453,DataExtend|FileCreate,Archive,142120,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ql.txt,.txt,626,1,596,1,,142192,2023-10-11 11:14:09.1197453,DataExtend|FileCreate|Close,Archive,142192,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
vj.fest,.fest,627,1,5,5,,142264,2023-10-11 11:14:09.1207449,FileCreate,Archive,142264,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
vj.fest,.fest,627,1,5,5,,142344,2023-10-11 11:14:09.1207449,DataExtend|FileCreate,Archive,142344,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
vj.fest,.fest,627,1,5,5,,142424,2023-10-11 11:14:09.1217452,DataExtend|FileCreate|Close,Archive,142424,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cr,,628,1,604,1,,142504,2023-10-11 11:14:09.1227454,FileCreate,Archive,142504,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cr,,628,1,604,1,,142568,2023-10-11 11:14:09.1227454,DataExtend|FileCreate,Archive,142568,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cr,,628,1,604,1,,142632,2023-10-11 11:14:09.1227454,DataExtend|FileCreate|Close,Archive,142632,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lq.txt,.txt,629,1,609,1,,142696,2023-10-11 11:14:09.1237463,FileCreate,Archive,142696,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lq.txt,.txt,629,1,609,1,,142768,2023-10-11 11:14:09.1237463,DataExtend|FileCreate,Archive,142768,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lq.txt,.txt,629,1,609,1,,142840,2023-10-11 11:14:09.1247450,DataExtend|FileCreate|Close,Archive,142840,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
by,,630,1,5,5,,142912,2023-10-11 11:14:09.1247450,FileCreate,Archive,142912,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
by,,630,1,5,5,,142976,2023-10-11 11:14:09.1247450,DataExtend|FileCreate,Archive,142976,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
by,,630,1,5,5,,143040,2023-10-11 11:14:09.1257448,DataExtend|FileCreate|Close,Archive,143040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ja.jul,.jul,631,1,609,1,,143104,2023-10-11 11:14:09.1267453,FileCreate,Archive,143104,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ja.jul,.jul,631,1,609,1,,143176,2023-10-11 11:14:09.1267453,DataExtend|FileCreate,Archive,143176,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ja.jul,.jul,631,1,609,1,,143248,2023-10-11 11:14:09.1267453,DataExtend|FileCreate|Close,Archive,143248,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ex.bob,.bob,632,1,596,1,,143360,2023-10-11 11:14:09.1277451,FileCreate,Archive,143360,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ex.bob,.bob,632,1,596,1,,143432,2023-10-11 11:14:09.1277451,DataExtend|FileCreate,Archive,143432,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ex.bob,.bob,632,1,596,1,,143504,2023-10-11 11:14:09.1287453,DataExtend|FileCreate|Close,Archive,143504,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ub.nisse,.nisse,633,1,609,1,,143576,2023-10-11 11:14:09.1287453,FileCreate,Archive,143576,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ub.nisse,.nisse,633,1,609,1,,143656,2023-10-11 11:14:09.1287453,DataExtend|FileCreate,Archive,143656,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ub.nisse,.nisse,633,1,609,1,,143736,2023-10-11 11:14:09.1297446,DataExtend|FileCreate|Close,Archive,143736,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
in.txt,.txt,634,1,609,1,,143816,2023-10-11 11:14:09.1307457,FileCreate,Archive,143816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
in.txt,.txt,634,1,609,1,,143888,2023-10-11 11:14:09.1307457,DataExtend|FileCreate,Archive,143888,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
in.txt,.txt,634,1,609,1,,143960,2023-10-11 11:14:09.1307457,DataExtend|FileCreate|Close,Archive,143960,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dk.nisse,.nisse,635,1,594,1,,144032,2023-10-11 11:14:09.1317447,FileCreate,Archive,144032,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dk.nisse,.nisse,635,1,594,1,,144112,2023-10-11 11:14:09.1317447,DataExtend|FileCreate,Archive,144112,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dk.nisse,.nisse,635,1,594,1,,144192,2023-10-11 11:14:09.1327470,DataExtend|FileCreate|Close,Archive,144192,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
h,,636,1,596,1,,144272,2023-10-11 11:14:09.1337456,FileCreate,Archive,144272,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
h,,636,1,596,1,,144336,2023-10-11 11:14:09.1337456,DataExtend|FileCreate,Archive,144336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
h,,636,1,596,1,,144400,2023-10-11 11:14:09.1337456,DataExtend|FileCreate|Close,Archive,144400,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cw.fest,.fest,637,1,604,1,,144464,2023-10-11 11:14:09.1347452,FileCreate,Archive,144464,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cw.fest,.fest,637,1,604,1,,144544,2023-10-11 11:14:09.1347452,DataExtend|FileCreate,Archive,144544,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cw.fest,.fest,637,1,604,1,,144624,2023-10-11 11:14:09.1347452,DataExtend|FileCreate|Close,Archive,144624,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
wx.fest,.fest,638,1,609,1,,144704,2023-10-11 11:14:09.1357452,FileCreate,Archive,144704,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
wx.fest,.fest,638,1,609,1,,144784,2023-10-11 11:14:09.1357452,DataExtend|FileCreate,Archive,144784,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
wx.fest,.fest,638,1,609,1,,144864,2023-10-11 11:14:09.1367455,DataExtend|FileCreate|Close,Archive,144864,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ih.nisse,.nisse,639,1,5,5,,144944,2023-10-11 11:14:09.1377449,FileCreate,Archive,144944,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ih.nisse,.nisse,639,1,5,5,,145024,2023-10-11 11:14:09.1377449,DataExtend|FileCreate,Archive,145024,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ih.nisse,.nisse,639,1,5,5,,145104,2023-10-11 11:14:09.1387454,DataExtend|FileCreate|Close,Archive,145104,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mq.txt,.txt,640,1,604,1,,145184,2023-10-11 11:14:09.1387454,FileCreate,Archive,145184,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mq.txt,.txt,640,1,604,1,,145256,2023-10-11 11:14:09.1397459,DataExtend|FileCreate,Archive,145256,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mq.txt,.txt,640,1,604,1,,145328,2023-10-11 11:14:09.1397459,DataExtend|FileCreate|Close,Archive,145328,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xl.nisse,.nisse,641,1,5,5,,145400,2023-10-11 11:14:09.1407451,FileCreate,Archive,145400,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xl.nisse,.nisse,641,1,5,5,,145480,2023-10-11 11:14:09.1407451,DataExtend|FileCreate,Archive,145480,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xl.nisse,.nisse,641,1,5,5,,145560,2023-10-11 11:14:09.1407451,DataExtend|FileCreate|Close,Archive,145560,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
tg.bob,.bob,642,1,594,1,,145640,2023-10-11 11:14:09.1417453,FileCreate,Archive,145640,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
tg.bob,.bob,642,1,594,1,,145712,2023-10-11 11:14:09.1427460,DataExtend|FileCreate,Archive,145712,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
tg.bob,.bob,642,1,594,1,,145784,2023-10-11 11:14:09.1427460,DataExtend|FileCreate|Close,Archive,145784,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xk,,643,1,604,1,,145856,2023-10-11 11:14:09.1437450,FileCreate,Archive,145856,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
